id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,clm,numclaims
3478,1.99,0.785322227,HBACK,1,M,A,3,0,0
3479,1.37,0.821321729,HBACK,1,F,A,2,0,0
3480,1.13,0.562983522,SEDAN,3,F,A,2,0,0
3481,2.88,0.531178567,STNWG,1,F,A,3,0,0
3482,1,0.812170165,UTE,4,M,A,3,0,0
3483,0.84,0.870688438,SEDAN,3,F,A,6,0,0
3484,0.98,0.179038584,SEDAN,3,F,A,3,0,0
3485,1.84,0.994218612,SEDAN,3,M,A,4,0,0
3486,0.48,0.571750998,HBACK,4,F,A,3,0,0
3487,1.5,0.255831128,HBACK,1,F,A,1,0,0
3488,1.34,0.41155541,COUPE,3,M,A,4,0,0
3489,0.42,0.193110047,UTE,4,F,A,3,0,0
3490,0.86,0.507312264,BUS,4,M,A,3,0,0
3491,2,0.88845928,STNWG,4,M,A,6,0,0
3492,1.16,0.421951312,SEDAN,4,F,A,5,0,0
3493,3.07,0.999352995,STNWG,1,F,A,4,0,0
3494,0.74,0.300311687,HBACK,4,F,A,4,0,0
3495,5.91,0.06042233,STNWG,2,F,A,3,0,0
3496,1.63,0.615182384,SEDAN,3,M,A,6,0,0
3497,1.99,0.189375267,STNWG,4,M,A,1,0,0
3498,1.35,0.869967604,SEDAN,3,F,A,3,0,0
3499,1.24,0.951921501,SEDAN,3,F,A,3,0,0
3500,1.31,0.8516561,STNWG,4,F,A,3,0,0
3501,3.64,0.860522002,UTE,2,M,A,3,0,0
3502,1.46,0.443948521,HBACK,2,F,A,4,0,0
3503,4.21,0.933676685,STNWG,2,F,A,3,0,0
3504,1.79,0.91112629,SEDAN,2,F,A,6,0,0
3505,0.72,0.091412606,STNWG,4,M,A,4,0,0
3506,0.98,0.287797224,STNWG,3,F,A,4,0,0
3507,1,0.789282105,SEDAN,4,M,A,3,0,0
3508,1.68,0.101376909,SEDAN,3,F,A,2,0,0
3509,2.2,0.383710973,STNWG,2,F,A,1,0,0
3510,0.22,0.846901487,UTE,4,F,A,3,0,0
3511,1.55,0.679939944,HBACK,2,F,A,4,0,0
3512,1.85,0.474278126,SEDAN,2,F,A,6,0,0
3513,0.42,0.365609453,SEDAN,4,F,A,5,0,0
3514,3.31,0.257029143,SEDAN,1,F,A,2,0,0
3515,0.94,0.566707656,SEDAN,4,M,A,5,0,0
3516,4.03,0.468781113,SEDAN,1,F,A,2,0,0
3517,4.73,0.220977249,STNWG,1,F,A,4,0,0
3518,1.18,0.105596578,HBACK,3,M,A,3,0,0
3519,6.3,0.482066861,STNWG,1,M,A,3,0,0
3520,4.03,0.200097659,HDTOP,2,M,A,6,0,0
3521,1.33,0.234529382,SEDAN,3,F,A,5,0,0
3522,2.9,0.441087838,UTE,3,M,A,1,0,0
3523,1.76,0.073187177,SEDAN,1,F,A,5,0,0
3524,1.61,0.348013171,HBACK,2,F,A,3,0,0
3525,1.86,0.198060724,SEDAN,1,F,A,4,0,0
3526,1.31,0.999346441,HBACK,3,F,A,2,0,0
3527,1.9,0.228620939,SEDAN,1,F,A,5,0,0
3528,2.13,0.234626787,SEDAN,2,M,A,3,0,0
3529,1.75,0.516795048,HBACK,1,F,A,3,0,0
3530,0.45,0.347222995,SEDAN,4,M,A,4,0,0
3531,0.49,0.114221022,HBACK,4,M,A,5,0,0
3532,0.87,0.513868754,HBACK,4,F,A,5,0,0
3533,0.5,0.905241762,SEDAN,4,F,A,5,0,0
3534,1.41,0.118417072,UTE,3,F,A,4,0,0
3535,1.94,0.868645237,STNWG,3,F,A,1,0,0
3536,0.58,0.228273588,HBACK,4,F,A,2,0,0
3537,1.66,0.594642716,SEDAN,3,M,A,4,0,0
3538,1.64,0.17762503,HDTOP,3,M,A,5,0,0
3539,1.03,0.272593671,SEDAN,3,F,A,3,0,0
3540,3.12,0.276673654,SEDAN,2,F,A,3,0,0
3541,5.81,0.527507998,STNWG,1,M,A,2,0,0
3542,3.66,0.398569367,STNWG,1,F,A,5,0,0
3543,0.77,0.435286156,SEDAN,4,M,A,6,0,0
3544,0.47,0.586591166,SEDAN,4,F,A,5,0,0
3545,1.19,0.888191706,SEDAN,3,F,A,5,0,0
3546,1.39,0.393608856,MIBUS,4,F,A,4,0,0
3547,12.44,0.385637349,SEDAN,2,F,A,1,0,0
3548,1.5,0.999350998,SEDAN,2,M,A,3,0,0
3549,1.69,0.514083174,STNWG,4,F,A,3,0,0
3550,1.23,0.344725787,STNWG,4,M,A,2,0,0
3551,1.68,0.746191998,SEDAN,3,M,A,4,0,0
3552,1.5,0.518292576,HBACK,1,M,A,2,0,0
3553,2.9,0.293737088,STNWG,3,F,A,2,0,0
3554,1.89,0.891345982,SEDAN,1,F,A,3,0,0
3555,0.95,0.862261965,SEDAN,4,F,A,2,0,0
3556,1.61,0.422502653,SEDAN,3,F,A,2,0,0
3557,2.99,0.458818365,STNWG,2,M,A,3,0,0
3558,1.4,0.259196003,HBACK,1,F,A,1,0,0
3559,1.98,0.852849927,HBACK,2,F,A,2,0,0
3560,0.59,0.152985092,SEDAN,4,F,A,5,0,0
3561,1.66,0.136503444,MIBUS,4,M,A,4,0,0
3562,2.71,0.136313894,STNWG,3,M,A,4,0,0
3563,2.82,0.187420505,STNWG,3,M,A,5,0,0
3564,3.84,0.208261922,STNWG,2,M,A,3,0,0
3565,0.84,0.541372283,SEDAN,3,F,A,2,0,0
3566,0.37,0.358361743,HBACK,4,F,A,5,0,0
3567,1.7,0.549641157,COUPE,4,M,A,3,0,0
3568,1.78,0.392262346,SEDAN,3,M,A,4,0,0
3569,2.7,0.164726559,SEDAN,1,M,A,6,0,0
3570,1.28,0.908172582,SEDAN,4,F,A,3,0,0
3571,3.09,0.355190859,STNWG,3,M,A,2,0,0
3572,1.01,0.117756116,TRUCK,3,M,A,2,0,0
3573,0.99,0.211465486,HBACK,4,M,A,3,0,0
3574,1.03,0.419299885,SEDAN,4,F,A,4,0,0
3575,1.81,0.690167831,SEDAN,3,F,A,4,0,0
3576,2.76,0.802521843,SEDAN,1,M,A,2,0,0
3577,0.54,0.627812323,HBACK,4,F,A,4,0,0
3578,0.84,0.074772233,HBACK,3,M,A,2,0,0
3579,0.97,0.62589175,SEDAN,4,M,A,6,0,0
3580,2.43,0.603257624,UTE,2,M,A,3,0,0
3581,3.45,0.51008861,STNWG,3,M,A,1,0,0
3582,1.4,0.852977215,HBACK,2,F,A,1,0,0
3583,0.84,0.999342536,PANVN,4,F,A,4,0,0
3584,1.88,0.167157597,SEDAN,2,F,A,3,0,0
3585,2.94,0.198123725,UTE,3,M,A,2,0,0
3586,1.24,0.374874132,HBACK,2,M,A,2,0,0
3587,3.43,0.524419365,STNWG,2,F,A,4,0,0
3588,0.29,0.125139512,SEDAN,4,M,A,2,0,0
3589,1.2,0.88158698,SEDAN,3,M,A,4,0,0
3590,4.16,0.642943155,STNWG,2,F,A,3,0,0
3591,0.54,0.13736182,HBACK,4,F,A,2,0,0
3592,1.23,0.126340497,SEDAN,4,M,A,2,0,0
3593,2.43,0.226069313,STNWG,3,M,A,3,0,0
3594,1.91,0.637749616,HBACK,2,M,A,3,0,0
3595,2.24,0.120533985,SEDAN,3,M,A,3,0,0
3596,1.02,0.09706779,HBACK,3,M,A,6,0,0
3597,1.07,0.924759968,HBACK,2,F,A,2,0,0
3598,0.85,0.617157597,SEDAN,3,F,A,5,0,0
3599,1.28,0.860831968,HBACK,3,M,A,2,0,0
3600,4.25,0.355154802,STNWG,2,F,A,4,0,0
3601,1.66,0.08612898,HBACK,1,F,A,1,0,0
3602,1.26,0.466362033,HBACK,3,F,A,3,0,0
3603,1.43,0.880322032,HBACK,1,F,A,2,0,0
3604,3.87,0.074117037,STNWG,2,F,A,5,0,0
3605,1.03,0.556670001,SEDAN,4,F,A,5,0,0
3606,1.82,0.678685206,HBACK,2,F,A,5,0,0
3607,1.01,0.481963954,STNWG,4,M,A,6,0,0
3608,0.49,0.560726299,PANVN,4,M,A,6,0,0
3609,2.53,0.780543595,STNWG,2,M,A,2,0,0
3610,6,0.437358112,STNWG,1,F,A,2,0,0
3611,1.97,0.130990696,UTE,3,M,A,4,0,0
3612,1.43,0.514956455,HBACK,1,F,A,4,0,0
3613,3.62,0.600716202,STNWG,3,F,A,5,0,0
3614,1.75,0.489902258,STNWG,4,M,A,2,0,0
3615,1.78,0.535704128,SEDAN,2,F,A,2,0,0
3616,1.28,0.978189031,SEDAN,3,F,A,4,0,0
3617,1.6,0.362155347,SEDAN,1,F,A,4,0,0
3618,0.75,0.823893574,HBACK,4,M,A,2,0,0
3619,1.4,0.83622939,HBACK,1,M,A,4,0,0
3620,2.5,0.21382786,STNWG,2,F,A,3,0,0
3621,1.58,0.832212234,SEDAN,2,F,A,6,0,0
3622,3.81,0.640860314,STNWG,3,F,A,2,0,0
3623,2.87,0.365741281,SEDAN,1,M,A,6,0,0
3624,1.68,0.364720019,HBACK,2,F,A,5,0,0
3625,0.77,0.395718032,SEDAN,4,F,A,3,0,0
3626,0.49,0.359202836,HBACK,4,F,A,6,0,0
3627,2.38,0.519309027,STNWG,4,M,A,4,0,0
3628,1.64,0.212273855,PANVN,3,M,A,1,0,0
3629,2.19,0.429332585,STNWG,2,F,A,1,0,0
3630,1.36,0.817369618,PANVN,3,F,A,4,0,0
3631,2.35,0.05922004,STNWG,3,F,A,3,0,0
3632,3.2,0.093076893,HBACK,2,M,A,6,0,0
3633,0.78,0.557745337,HBACK,3,F,A,5,0,0
3634,0.91,0.880718567,TRUCK,4,F,A,4,0,0
3635,3.08,0.515335979,UTE,2,M,A,5,0,0
3636,0.92,0.191167418,SEDAN,3,F,A,6,0,0
3637,0.5,0.284898173,PANVN,4,M,A,2,0,0
3638,3.44,0.829902947,STNWG,3,M,A,4,0,0
3639,1.34,0.613750676,HBACK,1,F,A,6,0,0
3640,1.75,0.374707042,SEDAN,2,F,A,6,0,0
3641,0.77,0.353705078,HBACK,4,M,A,3,0,0
3642,1.91,0.891399253,SEDAN,2,M,A,3,0,0
3643,1.26,0.121098391,MIBUS,4,F,A,3,0,0
3644,0.51,0.478443106,HBACK,4,F,A,2,0,0
3645,1.24,0.303912569,SEDAN,3,F,A,4,0,0
3646,1.68,0.168748283,COUPE,3,F,A,2,0,0
3647,1.89,0.142291129,HBACK,2,F,A,2,0,0
3648,1.97,0.853111563,HBACK,1,M,A,2,0,0
3649,0.77,0.517220537,HBACK,4,M,A,3,0,0
3650,0.31,0.13625806,HBACK,4,F,A,6,0,0
3651,0.42,0.615769601,SEDAN,4,M,A,2,0,0
3652,0.84,0.574592088,HBACK,3,F,A,4,0,0
3653,2.57,0.517898999,STNWG,3,F,A,2,0,0
3654,1.16,0.554078752,SEDAN,3,M,A,4,0,0
3655,2.79,0.292732058,UTE,3,M,A,4,0,0
3656,1.67,0.250017131,SEDAN,1,F,A,4,0,0
3657,1.21,0.99409214,HBACK,3,F,A,5,0,0
3658,1.5,0.20805817,HBACK,1,F,A,4,0,0
3659,2.07,0.704985861,SEDAN,2,F,A,5,0,0
3660,0.85,0.509183149,SEDAN,3,F,A,2,0,0
3661,3.68,0.200934607,STNWG,1,F,A,2,0,0
3662,5.11,0.296722772,SEDAN,2,F,A,6,0,0
3663,2.18,0.139628948,SEDAN,1,F,A,1,0,0
3664,0.69,0.177297762,STNWG,4,F,A,2,0,0
3665,1.1,0.387381899,SEDAN,4,M,A,4,0,0
3666,1.47,0.595447628,HBACK,1,F,A,5,0,0
3667,0.63,0.422151817,SEDAN,4,F,A,5,0,0
3668,2.58,0.888247834,SEDAN,1,F,A,1,0,0
3669,2.86,0.616684101,STNWG,3,F,A,1,0,0
3670,1.29,0.870016737,HBACK,2,F,A,2,0,0
3671,1.88,0.465594262,STNWG,3,M,A,3,0,0
3672,0.54,0.872623914,HBACK,4,M,A,4,0,0
3673,1.2,0.154221247,STNWG,4,M,A,4,0,0
3674,0.43,0.400998724,HBACK,4,F,A,5,0,0
3675,2.37,0.532795384,SEDAN,2,M,A,2,0,0
3676,0.76,0.223752521,HBACK,3,M,A,5,0,0
3677,0.4,0.33363566,SEDAN,4,F,A,6,0,0
3678,1.37,0.212976511,SEDAN,3,F,A,3,0,0
3679,2.29,0.886056741,UTE,3,M,A,5,0,0
3680,0.35,0.911317459,HBACK,4,F,A,4,0,0
3681,1.17,0.65199157,SEDAN,4,F,A,5,0,0
3682,1.5,0.156713119,HBACK,3,F,A,3,0,0
3683,3.25,0.249358311,STNWG,1,M,A,3,0,0
3684,1.55,0.269783241,HBACK,2,F,A,4,0,0
3685,4.47,0.08567581,UTE,1,F,A,3,0,0
3686,1.43,0.124717686,STNWG,3,M,A,3,0,0
3687,1.23,0.231631023,SEDAN,3,M,A,2,0,0
3688,1.61,0.650079158,SEDAN,3,M,A,5,0,0
3689,0.75,0.471887514,HBACK,4,M,A,3,0,0
3690,1.76,0.577451212,SEDAN,4,F,A,6,0,0
3691,3.91,0.127121588,HBACK,2,F,A,2,0,0
3692,0.51,0.108996793,HBACK,4,M,A,3,0,0
3693,0.46,0.716458676,HBACK,4,F,A,1,0,0
3694,0.71,0.999341185,STNWG,4,M,A,4,0,0
3695,1.25,0.870910104,SEDAN,3,M,A,6,0,0
3696,0.82,0.085383203,SEDAN,3,F,A,6,0,0
3697,1.56,0.045164413,HBACK,4,M,A,2,0,0
3698,12.59,0.550235601,CONVT,2,M,A,3,0,0
3699,0.87,0.775018253,HBACK,3,F,A,3,0,0
3700,1.11,0.265633666,SEDAN,3,F,A,3,0,0
3701,0.97,0.557903449,SEDAN,3,F,A,5,0,0
3702,0.82,0.131082831,HBACK,3,F,A,3,0,0
3703,2.48,0.170850605,SEDAN,1,M,A,3,0,0
3704,1.19,0.185265467,SEDAN,4,M,A,6,0,0
3705,0.66,0.856832527,SEDAN,4,F,A,3,0,0
3706,1.63,0.473510764,MIBUS,4,F,A,3,0,0
3707,1.13,0.861637753,SEDAN,3,F,A,5,0,0
3708,1.85,0.134148251,SEDAN,2,F,A,2,0,0
3709,2.51,0.69444175,SEDAN,2,M,A,6,0,0
3710,2.08,0.873577186,TRUCK,3,M,A,2,0,0
3711,2.02,0.926106837,SEDAN,2,M,A,2,0,0
3712,2.56,0.265694477,STNWG,2,F,A,2,0,0
3713,1.81,0.601462383,SEDAN,2,F,A,5,0,0
3714,1.86,0.655050716,SEDAN,2,M,A,3,0,0
3715,3.69,0.466839785,UTE,1,M,A,1,0,0
3716,0.51,0.272450549,HBACK,4,F,A,5,0,0
3717,1.78,0.099441685,HBACK,2,F,A,2,0,0
3718,2.36,0.910252908,SEDAN,1,F,A,4,0,0
3719,1.19,0.225060105,STNWG,4,F,A,2,0,0
3720,1.21,0.37002864,STNWG,3,F,A,5,0,0
3721,1.52,0.19843491,HBACK,1,F,A,4,0,0
3722,1.91,0.827008964,HBACK,2,F,A,3,0,0
3723,1.12,0.999338833,PANVN,4,M,A,2,0,0
3724,1.15,0.870166422,HBACK,3,F,A,1,0,0
3725,3.39,0.34838321,UTE,2,F,A,2,0,0
3726,0.86,0.411040402,HBACK,3,F,A,5,0,0
3727,1.14,0.32667809,SEDAN,3,F,A,3,0,0
3728,0.64,0.491675595,COUPE,4,F,A,2,0,0
3729,1.55,0.185313899,HBACK,1,F,A,2,0,0
3730,1.8,0.900388986,SEDAN,2,M,A,3,0,0
3731,1.51,0.51420444,SEDAN,3,F,A,5,0,0
3732,0.45,0.579276384,SEDAN,4,F,A,3,0,0
3733,1.49,0.196858593,HBACK,3,F,A,4,0,0
3734,3.5,0.215746843,PANVN,1,M,A,3,0,0
3735,4.06,0.567292652,SEDAN,1,M,A,2,0,0
3736,6.02,0.632177187,SEDAN,2,M,A,1,0,0
3737,1.84,0.166822023,SEDAN,2,M,A,4,0,0
3738,0.45,0.122100547,HBACK,4,F,A,4,0,0
3739,2.03,0.505477445,SEDAN,2,F,A,3,0,0
3740,1.19,0.509723326,SEDAN,3,F,A,1,0,0
3741,1.31,0.081119397,HBACK,3,M,A,3,0,0
3742,1.14,0.183400691,SEDAN,3,F,A,5,0,0
3743,1.92,0.536154962,HBACK,3,M,A,4,0,0
3744,4.02,0.146381617,SEDAN,1,M,A,4,0,0
3745,0.78,0.806339593,CONVT,4,M,A,3,0,0
3746,2.1,0.667200071,COUPE,4,M,A,5,0,0
3747,0.7,0.890004545,HBACK,4,F,A,4,0,0
3748,1.4,0.262241149,COUPE,4,F,A,5,0,0
3749,1.83,0.63017065,SEDAN,2,M,A,5,0,0
3750,2.03,0.621666536,HBACK,1,M,A,3,0,0
3751,1.39,0.883004998,STNWG,4,M,A,5,0,0
3752,0.4,0.252623833,HBACK,4,F,A,4,0,0
3753,0.9,0.477562256,HBACK,3,F,A,2,0,0
3754,1.53,0.84647689,UTE,4,M,A,1,0,0
3755,1.86,0.30223756,HBACK,2,M,A,2,0,0
3756,1.74,0.193378613,HBACK,2,F,A,6,0,0
3757,1.6,0.796742635,UTE,3,M,A,5,0,0
3758,1.22,0.318232011,SEDAN,3,M,A,6,0,0
3759,3.1,0.661705505,STNWG,2,M,A,4,0,0
3760,2.97,0.183844674,SEDAN,1,M,A,1,0,0
3761,4.69,0.803962967,SEDAN,2,F,A,6,0,0
3762,1.3,0.122134787,SEDAN,3,M,A,4,0,0
3763,1.41,0.819425352,SEDAN,3,M,A,3,0,0
3764,1.3,0.219935742,STNWG,4,F,A,2,0,0
3765,1.3,0.54646046,HBACK,2,M,A,4,0,0
3766,0.84,0.367414521,HBACK,3,F,A,5,0,0
3767,2.48,0.583863103,SEDAN,1,M,A,4,0,0
3768,1.45,0.279571691,HBACK,1,M,A,4,0,0
3769,0.62,0.785170192,HBACK,4,F,A,2,0,0
3770,3.8,0.571064459,SEDAN,1,F,A,2,0,0
3771,2.63,0.167319808,SEDAN,1,F,A,3,0,0
3772,1.4,0.999339909,SEDAN,3,F,A,6,0,0
3773,0.68,0.833589952,UTE,4,M,A,3,0,0
3774,1.92,0.908099628,SEDAN,2,M,A,3,0,0
3775,1.37,0.131666787,HBACK,3,F,A,5,0,0
3776,1.46,0.526543552,STNWG,4,M,A,3,0,0
3777,1.32,0.449956312,SEDAN,3,M,A,4,0,0
3778,0.76,0.622362375,SEDAN,4,M,A,2,0,0
3779,0.82,0.563527848,HBACK,3,F,A,6,0,0
3780,2.2,0.904063035,SEDAN,2,F,A,6,0,0
3781,1.24,0.491405708,HBACK,4,M,A,4,0,0
3782,3.16,0.227315853,STNWG,3,F,A,5,0,0
3783,1.56,0.530296847,HBACK,2,M,A,1,0,0
3784,0.92,0.92681141,HBACK,3,F,A,4,0,0
3785,2.8,0.441577027,STNWG,1,F,A,4,0,0
3786,1.46,0.495734518,SEDAN,3,F,A,4,0,0
3787,1.1,0.817802258,HBACK,3,F,A,3,0,0
3788,1.39,0.372319265,SEDAN,3,M,A,5,0,0
3789,2.13,0.598343798,SEDAN,2,F,A,4,0,0
3790,0.76,0.843599239,SEDAN,4,F,A,6,0,0
3791,2.81,0.837170772,SEDAN,1,M,A,4,0,0
3792,1.59,0.839766578,HBACK,2,M,A,2,0,0
3793,0.88,0.910181711,SEDAN,4,M,A,3,0,0
3794,1.32,0.844812219,HBACK,3,F,A,2,0,0
3795,3.19,0.52167785,COUPE,1,M,A,1,0,0
3796,1.01,0.238445143,HBACK,3,M,A,3,0,0
3797,1.87,0.522298542,HBACK,3,F,A,2,0,0
3798,0.82,0.733357818,SEDAN,3,F,A,5,0,0
3799,4.25,0.087986821,UTE,1,M,A,5,0,0
3800,0.76,0.429086724,SEDAN,4,F,A,5,0,0
3801,1.05,0.467152466,UTE,4,M,A,4,0,0
3802,3.89,0.141136014,STNWG,2,M,A,5,0,0
3803,0.77,0.893729547,HBACK,3,M,A,4,0,0
3804,0.57,0.858036191,STNWG,4,F,A,2,0,0
3805,3.21,0.115073263,UTE,2,M,A,2,0,0
3806,0.78,0.263873025,SEDAN,4,F,A,3,0,0
3807,0.48,0.407221055,SEDAN,4,F,A,5,0,0
3808,1.77,0.220654474,STNWG,4,M,A,1,0,0
3809,1.55,0.114312902,HBACK,2,F,A,1,0,0
3810,0.93,0.151565181,SEDAN,3,M,A,4,0,0
3811,2.24,0.442966325,HBACK,1,M,A,4,0,0
3812,1.65,0.370152138,HBACK,2,F,A,4,0,0
3813,1.27,0.650299625,HBACK,2,M,A,1,0,0
3814,1.81,0.836488783,SEDAN,1,M,A,4,0,0
3815,0.77,0.262398948,HBACK,3,F,A,2,0,0
3816,2.4,0.218596842,STNWG,3,F,A,3,0,0
3817,1.08,0.203789875,UTE,4,M,A,2,0,0
3818,1.42,0.609705224,HBACK,2,F,A,3,0,0
3819,0.88,0.223306134,HBACK,3,F,A,2,0,0
3820,1.86,0.225368129,STNWG,4,F,A,3,0,0
3821,7.25,0.240297254,STNWG,1,F,A,4,0,0
3822,0.44,0.608375819,SEDAN,4,F,A,3,0,0
3823,3.9,0.269474839,UTE,1,M,A,1,0,0
3824,2.42,0.875522372,HDTOP,2,F,A,6,0,0
3825,1.4,0.230990952,SEDAN,3,M,A,2,0,0
3826,0.9,0.403619218,HBACK,3,M,A,3,0,0
3827,3.19,0.771735217,HDTOP,3,M,A,3,0,0
3828,1.46,0.435206121,HBACK,1,M,A,4,0,0
3829,1.55,0.730835943,SEDAN,3,M,A,3,0,0
3830,5.04,0.81660537,STNWG,1,F,A,3,0,0
3831,0.57,0.259396227,HBACK,4,F,A,4,0,0
3832,2.06,0.473263679,HBACK,1,F,A,5,0,0
3833,1.15,0.608607533,SEDAN,3,M,A,4,0,0
3834,1.54,0.905659056,STNWG,4,M,A,5,0,0
3835,1.19,0.877984391,HBACK,3,F,A,2,0,0
3836,1.6,0.261965555,SEDAN,2,M,A,5,0,0
3837,1.24,0.876062495,HBACK,2,F,A,5,0,0
3838,0.92,0.39463123,HBACK,3,F,A,3,0,0
3839,0.21,0.137672445,HBACK,4,M,A,3,0,0
3840,1.25,0.840118083,SEDAN,3,F,A,2,0,0
3841,0.7,0.577630948,STNWG,4,F,A,2,0,0
3842,1.17,0.543594513,STNWG,3,M,A,2,0,0
3843,2.3,0.430652379,STNWG,2,F,A,2,0,0
3844,0.79,0.914907309,HBACK,4,F,A,5,0,0
3845,2.82,0.429185476,STNWG,2,F,A,3,0,0
3846,1.81,0.898321433,HBACK,2,F,A,4,0,0
3847,1.11,0.246800559,SEDAN,3,M,A,3,0,0
3848,0.87,0.338097981,STNWG,4,M,A,5,0,0
3849,3.65,0.185984853,TRUCK,2,M,A,2,0,0
3850,1.6,0.326448993,TRUCK,4,M,A,3,0,0
3851,1.36,0.853681968,HBACK,1,M,A,3,0,0
3852,3.89,0.894559458,UTE,1,M,A,3,0,0
3853,0.41,0.22649048,HBACK,4,F,A,1,0,0
3854,3.45,0.556302182,STNWG,1,F,A,3,0,0
3855,1.86,0.325343397,HBACK,2,F,A,4,0,0
3856,2.03,0.193757776,SEDAN,2,M,A,1,0,0
3857,1.1,0.994197271,STNWG,4,F,A,3,0,0
3858,2.01,0.516035448,STNWG,3,M,A,2,0,0
3859,1.25,0.852973684,SEDAN,3,F,A,4,0,0
3860,0.88,0.895460877,HBACK,3,M,A,4,0,0
3861,1.57,0.845746619,SEDAN,3,M,A,6,0,0
3862,3.29,0.253916051,STNWG,1,M,A,5,0,0
3863,0.96,0.794805808,HBACK,3,F,A,1,0,0
3864,1.91,0.574915137,STNWG,2,M,A,3,0,0
3865,0.41,0.896029415,SEDAN,4,M,A,6,0,0
3866,0.98,0.877964989,HBACK,3,F,A,4,0,0
3867,1.42,0.596153302,HDTOP,3,M,A,5,0,0
3868,2.08,0.590860019,SEDAN,2,M,A,2,0,0
3869,1.4,0.598497155,SEDAN,3,F,A,5,0,0
3870,1.05,0.267884814,SEDAN,4,F,A,4,0,0
3871,0.71,0.523460743,HBACK,3,M,A,3,0,0
3872,0.53,0.148845661,SEDAN,4,M,A,4,0,0
3873,1.67,0.514930526,SEDAN,2,M,A,4,0,0
3874,1.11,0.155270935,SEDAN,3,F,A,5,0,0
3875,1.48,0.377585519,HBACK,3,F,A,3,0,0
3876,1.02,0.407306405,SEDAN,4,M,A,6,0,0
3877,1.46,0.873280357,HBACK,2,F,A,1,0,0
3878,3.81,0.395202744,UTE,1,F,A,3,0,0
3879,1.54,0.449397081,SEDAN,3,M,A,4,0,0
3880,1.77,0.731681901,HBACK,2,F,A,6,0,0
3881,1.19,0.208422799,HBACK,4,F,A,4,0,0
3882,1.63,0.839219892,HBACK,1,F,A,3,0,0
3883,3.37,0.182672378,SEDAN,1,F,A,5,0,0
3884,1.09,0.392759057,SEDAN,3,F,A,5,0,0
3885,0.47,0.427595051,HBACK,4,F,A,5,0,0
3886,3.47,0.842508308,STNWG,3,M,A,4,0,0
3887,0.39,0.474380353,SEDAN,4,F,A,4,0,0
3888,0.64,0.426169719,UTE,4,M,A,5,0,0
3889,2.09,0.414542177,STNWG,3,F,A,4,0,0
3890,0.55,0.231844156,HBACK,4,F,A,3,0,0
3891,1.07,0.877772651,SEDAN,3,M,A,4,0,0
3892,0.67,0.233954129,STNWG,4,F,A,2,0,0
3893,1.72,0.436257243,SEDAN,2,M,A,4,0,0
3894,1.73,0.888258114,SEDAN,2,F,A,6,0,0
3895,2.94,0.272032831,STNWG,2,M,A,3,0,0
3896,2.25,0.079504228,HBACK,1,F,A,6,0,0
3897,0.71,0.661633134,UTE,4,M,A,3,0,0
3898,1.17,0.398126836,SEDAN,3,M,A,4,0,0
3899,1.92,0.248551434,SEDAN,2,F,A,5,0,0
3900,1.99,0.251714395,HBACK,1,F,A,4,0,0
3901,1.14,0.215301909,TRUCK,4,M,A,1,0,0
3902,0.8,0.502461445,SEDAN,3,F,A,2,0,0
3903,2.46,0.600312646,SEDAN,1,F,A,2,0,0
3904,1.3,0.866174848,HBACK,3,F,A,4,0,0
3905,1.24,0.218220046,HBACK,2,F,A,4,0,0
3906,1.59,0.210736587,UTE,4,M,A,2,0,0
3907,5.37,0.999353668,STNWG,1,F,A,1,0,0
3908,2.33,0.31185375,STNWG,2,M,A,3,0,0
3909,0.83,0.716076755,SEDAN,3,F,A,1,0,0
3910,1.5,0.075538997,SEDAN,2,M,A,1,0,0
3911,1.9,0.295664269,SEDAN,2,F,A,2,0,0
3912,1.16,0.234825352,STNWG,4,F,A,3,0,0
3913,1.66,0.399641558,SEDAN,3,M,A,3,0,0
3914,1.36,0.787468924,HBACK,1,F,A,1,0,0
3915,1.36,0.42998896,SEDAN,3,F,A,5,0,0
3916,1.9,0.091108747,HBACK,1,F,A,3,0,0
3917,1.66,0.21439333,HBACK,2,F,A,2,0,0
3918,0.48,0.505599372,SEDAN,4,M,A,3,0,0
3919,0,0.233552659,MIBUS,4,F,A,5,0,0
3920,0.8,0.865012261,HBACK,4,F,A,4,0,0
3921,1.05,0.861956175,SEDAN,3,F,A,4,0,0
3922,2.21,0.473473721,STNWG,3,F,A,3,0,0
3923,4.58,0.43339983,STNWG,1,F,A,3,0,0
3924,6.33,0.764395045,STNWG,1,F,A,5,0,0
3925,4.95,0.505265129,UTE,1,M,A,3,0,0
3926,0.86,0.419340787,HBACK,3,M,A,5,0,0
3927,1.23,0.507254878,SEDAN,3,M,A,3,0,0
3928,0.67,0.069937788,HBACK,3,M,A,2,0,0
3929,2.91,0.852293407,SEDAN,1,F,A,2,0,0
3930,4.09,0.274202856,SEDAN,3,M,A,5,0,0
3931,2.09,0.619431369,HBACK,1,M,A,1,0,0
3932,0.42,0.137917733,SEDAN,4,M,A,4,0,0
3933,2.28,0.794183077,HBACK,2,F,A,3,0,0
3934,0.76,0.504762474,SEDAN,4,M,A,2,0,0
3935,1.23,0.769146414,STNWG,4,M,A,1,0,0
3936,2.45,0.41432446,HBACK,2,M,A,3,0,0
3937,0.74,0.113591218,HBACK,4,F,A,5,0,0
