id,claimcst0,veh_value,exposure,veh_body,veh_age,gender,area,agecat,clm,numclaims
7004,0,1.08,0.699783987,HBACK,2,F,B,4,0,0
7005,0,1.54,0.948408111,UTE,2,M,B,5,0,0
7006,0,1.13,0.223893174,SEDAN,3,F,B,6,0,0
7007,0,1.37,0.233145808,HBACK,2,F,B,5,0,0
7008,0,2.12,0.314431551,SEDAN,2,M,B,5,0,0
7009,0,1.77,0.095992877,HBACK,1,F,B,3,0,0
7010,0,0.45,0.066449636,SEDAN,4,F,B,4,0,0
7011,0,1.21,0.951669728,HBACK,3,F,B,3,0,0
7012,0,1.53,0.406396142,HBACK,2,F,B,2,0,0
7013,0,2.54,0.946395797,SEDAN,1,F,B,5,0,0
7014,0,2.5,0.243698267,HBACK,1,F,B,2,0,0
7015,0,3.77,0.704963135,STNWG,3,F,B,3,0,0
7016,0,2.2,0.781965207,SEDAN,2,F,B,4,0,0
7017,0,2.56,0.311261978,HBACK,3,M,B,3,0,0
7018,0,1.1,0.188390146,SEDAN,3,F,B,3,0,0
7019,0,1.59,0.033805477,HBACK,2,F,B,5,0,0
7020,0,1.45,0.12165063,HBACK,2,F,B,3,0,0
7021,0,0.71,0.419418438,STNWG,4,M,B,6,0,0
7022,0,1.9,0.036384829,SEDAN,3,F,B,5,0,0
7023,0,0.96,0.422109108,SEDAN,3,F,B,3,0,0
7024,0,1.58,0.362633588,UTE,3,M,B,5,0,0
7025,0,1.92,0.943265496,HBACK,3,M,B,3,0,0
7026,0,1.97,0.358743145,HBACK,2,M,B,4,0,0
7027,0,2.51,0.339087212,HDTOP,3,M,B,3,0,0
7028,0,1.6,0.425609515,SEDAN,2,F,B,6,0,0
7029,0,2.88,0.698943232,UTE,2,M,B,3,0,0
7030,0,3.57,0.239839559,HBACK,1,F,B,3,0,0
7031,0,1.63,0.704505408,HBACK,3,F,B,2,0,0
7032,0,2.34,0.615893538,SEDAN,1,M,B,5,0,0
7033,0,1.48,0.772697661,HBACK,3,F,B,5,0,0
7034,0,2.32,0.709232232,STNWG,1,F,B,3,0,0
7035,0,1.16,0.302175491,SEDAN,4,F,B,2,0,0
7036,0,2.07,0.6570532,SEDAN,2,M,B,4,0,0
7037,0,0.27,0.445614471,HBACK,4,F,B,2,0,0
7038,0,0.71,0.657825873,SEDAN,4,M,B,3,0,0
7039,0,0.43,0.65190539,HBACK,4,M,B,4,0,0
7040,0,0.43,0.328150594,SEDAN,4,F,B,3,0,0
7041,0,1.28,0.360691466,UTE,4,M,B,5,0,0
7042,0,1.53,0.018044181,HBACK,2,M,B,4,0,0
7043,0,1.22,0.311247688,SEDAN,3,F,B,6,0,0
7044,0,3.25,0.996643281,STNWG,2,F,B,4,0,0
7045,0,1.99,0.586905558,SEDAN,1,F,B,3,0,0
7046,0,1.47,0.999324411,SEDAN,3,F,B,3,0,0
7047,0,1.86,0.939766216,SEDAN,3,M,B,2,0,0
7048,0,1.28,0.23997324,STNWG,3,F,B,4,0,0
7049,0,0.39,0.098308907,SEDAN,4,F,B,2,0,0
7050,0,1.41,0.418805832,COUPE,3,F,B,5,0,0
7051,0,1.8,0.622674434,SEDAN,1,F,B,6,0,0
7052,0,1.3,0.580395158,HBACK,3,F,B,4,0,0
7053,0,0.81,0.507417912,UTE,4,M,B,4,0,0
7054,0,6.99,0.429251027,CONVT,4,M,B,4,0,0
7055,0,1.53,0.999321045,PANVN,3,M,B,4,0,0
7056,0,1.13,0.459352746,MIBUS,4,M,B,3,0,0
7057,0,1.52,0.434608985,SEDAN,3,F,B,6,0,0
7058,0,1.63,0.498989233,STNWG,3,F,B,1,0,0
7059,0,0.82,0.580245327,SEDAN,4,F,B,3,0,0
7060,0,1.69,0.783957316,HBACK,2,F,B,6,0,0
7061,0,1.29,0.310395379,SEDAN,3,F,B,5,0,0
7062,0,1.18,0.19284203,UTE,4,M,B,4,0,0
7063,0,2.25,0.126770935,SEDAN,1,F,B,1,0,0
7064,0,1.84,0.985953385,SEDAN,2,F,B,5,0,0
7065,0,3.42,0.19390693,STNWG,3,F,B,4,0,0
7066,0,1.56,0.178196069,SEDAN,2,M,B,4,0,0
7067,0,1.65,0.943506081,HBACK,1,F,B,4,0,0
7068,0,3.48,0.999336531,STNWG,3,F,B,4,0,0
7069,0,2.89,0.235444268,SEDAN,4,M,B,4,0,0
7070,0,1.43,0.624564694,HBACK,2,F,B,3,0,0
7071,0,1.44,0.625311861,HBACK,1,F,B,3,0,0
7072,0,3.24,0.969374228,STNWG,3,M,B,2,0,0
7073,0,2.46,0.236556213,STNWG,3,F,B,3,0,0
7074,0,1.77,0.361585193,MIBUS,4,F,B,3,0,0
7075,0,1.4,0.037268859,HBACK,3,F,B,2,0,0
7076,0,2.84,0.090411965,MIBUS,2,F,B,4,0,0
7077,0,2.83,0.232396209,STNWG,3,F,B,4,0,0
7078,0,2.81,0.313807886,SEDAN,2,M,B,2,0,0
7079,0,6.88,0.611549873,STNWG,1,M,B,1,0,0
7080,0,1.74,0.362537865,HBACK,1,F,B,3,0,0
7081,0,1.11,0.397679362,SEDAN,3,M,B,3,0,0
7082,0,1.5,0.18172691,HBACK,2,F,B,6,0,0
7083,0,1.89,0.945936839,HBACK,2,F,B,3,0,0
7084,0,1.68,0.219517613,SEDAN,3,M,B,4,0,0
7085,0,0.47,0.077315672,PANVN,4,M,B,4,0,0
7086,0,1.33,0.936844244,SEDAN,3,F,B,1,0,0
7087,0,1.46,0.936697304,UTE,3,M,B,4,0,0
7088,0,1.68,0.637468778,SEDAN,2,F,B,3,0,0
7089,0,0.46,0.061805897,HBACK,4,F,B,2,0,0
7090,0,0.94,0.346190332,HBACK,3,F,B,1,0,0
7091,0,1.52,0.657854792,HBACK,4,M,B,2,0,0
7092,0,1.01,0.647545347,COUPE,4,M,B,4,0,0
7093,0,1.71,0.716360149,COUPE,3,M,B,3,0,0
7094,0,3.88,0.562995314,TRUCK,2,F,B,2,0,0
7095,0,0.85,0.564622993,SEDAN,4,F,B,6,0,0
7096,0,3.13,0.912462645,STNWG,3,M,B,3,0,0
7097,0,1.91,0.220552472,SEDAN,1,M,B,6,0,0
7098,0,1.39,0.341332334,HBACK,2,F,B,3,0,0
7099,0,0.94,0.61276592,SEDAN,3,F,B,5,0,0
7100,0,1.51,0.709996087,HBACK,1,M,B,5,0,0
7101,0,1.5,0.914896226,HBACK,1,F,B,2,0,0
7102,0,1.94,0.897054508,STNWG,4,F,B,3,0,0
7103,0,2.44,0.77312761,STNWG,2,M,B,3,0,0
7104,0,0.49,0.099940916,SEDAN,4,F,B,4,0,0
7105,0,2.91,0.566382458,SEDAN,1,F,B,2,0,0
7106,0,2.25,0.682917614,STNWG,1,M,B,2,0,0
7107,0,1.3,0.010850468,SEDAN,3,M,B,5,0,0
7108,0,1.77,0.713646565,MIBUS,3,M,B,4,0,0
7109,0,1.36,0.21648579,HBACK,1,M,B,1,0,0
7110,0,2.15,0.713797406,SEDAN,1,F,B,3,0,0
7111,0,1.27,0.930341859,SEDAN,3,F,B,5,0,0
7112,0,1.29,0.292512938,HBACK,2,F,B,3,0,0
7113,0,2.03,0.332658449,SEDAN,2,F,B,5,0,0
7114,0,0.96,0.633730346,HBACK,3,M,B,2,0,0
7115,0,1.34,0.833831155,SEDAN,3,M,B,2,0,0
7116,0,0.63,0.293847153,SEDAN,4,F,B,4,0,0
7117,0,1.98,0.194458042,STNWG,3,M,B,5,0,0
7118,0,2.69,0.112708143,STNWG,3,M,B,5,0,0
7119,0,1.41,0.290475902,HBACK,1,F,B,1,0,0
7120,0,0.31,0.250547838,SEDAN,4,M,B,3,0,0
7121,0,2.34,0.910885393,TRUCK,3,M,B,2,0,0
7122,0,3.01,0.29255517,SEDAN,1,M,B,1,0,0
7123,0,0.85,0.690853834,SEDAN,4,M,B,4,0,0
7124,0,1.06,0.276172201,SEDAN,3,M,B,4,0,0
7125,0,1.75,0.690054714,HBACK,2,F,B,3,0,0
7126,0,4.05,0.05472982,SEDAN,1,F,B,5,0,0
7127,0,3.08,0.572641425,SEDAN,1,M,B,3,0,0
7128,0,1.2,0.331649994,SEDAN,3,M,B,6,0,0
7129,0,1.19,0.685470698,STNWG,4,M,B,4,0,0
7130,0,3.6,0.562119294,UTE,2,M,B,5,0,0
7131,0,1.35,0.088818369,HBACK,2,M,B,5,0,0
7132,0,1.31,0.08546474,SEDAN,3,F,B,4,0,0
7133,0,2.27,0.648679056,HBACK,1,F,B,5,0,0
7134,0,1.38,0.648809181,TRUCK,3,M,B,5,0,0
7135,0,1.29,0.644157139,SEDAN,3,F,B,2,0,0
7136,0,1.23,0.956362526,HBACK,2,F,B,5,0,0
7137,0,1.74,0.517417367,SEDAN,3,F,B,4,0,0
7138,0,2.24,0.136663594,STNWG,3,M,B,3,0,0
7139,0,3.09,0.707830705,STNWG,3,M,B,3,0,0
7140,0,5.02,0.931791925,STNWG,1,M,B,1,0,0
7141,0,3.18,0.427272439,STNWG,3,F,B,2,0,0
7142,0,1.34,0.415126843,SEDAN,3,M,B,3,0,0
7143,0,2.61,0.399763526,STNWG,3,M,B,3,0,0
7144,0,1.07,0.186378076,HBACK,3,M,B,2,0,0
7145,0,0.39,0.302147211,HBACK,4,F,B,4,0,0
7146,0,1.36,0.347528008,HBACK,3,F,B,2,0,0
7147,0,0.87,0.926368535,HBACK,3,M,B,4,0,0
7148,0,0.25,0.706809581,UTE,4,M,B,3,0,0
7149,0,1.93,0.586295986,HDTOP,4,F,B,3,0,0
7150,0,5.34,0.405585184,STNWG,1,M,B,4,0,0
7151,0,4.94,0.181169687,STNWG,1,M,B,5,0,0
7152,0,0.93,0.60639894,HBACK,3,F,B,3,0,0
7153,0,1.7,0.24908224,SEDAN,3,M,B,3,0,0
7154,0,0.87,0.376879281,HBACK,3,F,B,4,0,0
7155,0,2.28,0.710164099,STNWG,3,F,B,4,0,0
7156,0,1.95,0.563511847,STNWG,4,M,B,4,0,0
7157,0,3.66,0.119192439,HBACK,1,F,B,2,0,0
7158,0,0.69,0.668850755,HBACK,4,F,B,5,0,0
7159,0,1.29,0.111153167,STNWG,4,M,B,1,0,0
7160,0,3.04,0.641318539,STNWG,3,F,B,3,0,0
7161,0,1.28,0.113112722,SEDAN,3,F,B,4,0,0
7162,0,1.3,0.999326649,HBACK,3,F,B,4,0,0
7163,0,0.32,0.337192932,HBACK,4,F,B,2,0,0
7164,0,1.28,0.922874121,HBACK,3,M,B,5,0,0
7165,0,0.97,0.304254387,SEDAN,3,F,B,5,0,0
7166,0,4.3,0.922697015,STNWG,2,M,B,2,0,0
7167,0,1.85,0.676123481,HBACK,1,M,B,5,0,0
7168,0,0.54,0.288729456,HBACK,4,M,B,4,0,0
7169,0,1.24,0.265650937,STNWG,4,F,B,2,0,0
7170,0,1.52,0.961081944,STNWG,3,F,B,5,0,0
7171,0,1.55,0.56081319,HBACK,1,M,B,2,0,0
7172,0,1.44,0.255674802,HBACK,1,F,B,4,0,0
7173,0,1.49,0.554676364,HBACK,2,F,B,2,0,0
7174,0,2.32,0.617712977,SEDAN,2,M,B,5,0,0
7175,0,1.75,0.865462393,HBACK,1,M,B,4,0,0
7176,0,1.55,0.999323111,PANVN,4,M,B,1,0,0
7177,0,2.04,0.983129777,STNWG,4,F,B,4,0,0
7178,0,1.93,0.328682292,SEDAN,2,M,B,6,0,0
7179,0,1.69,0.668456303,COUPE,4,F,B,2,0,0
7180,0,1.82,0.711878305,TRUCK,1,M,B,1,0,0
7181,0,1.62,0.860293422,HBACK,2,F,B,2,0,0
7182,0,1.27,0.754616127,HBACK,2,F,B,1,0,0
7183,0,5.07,0.598693743,TRUCK,1,M,B,1,0,0
7184,0,2.92,0.281184555,UTE,2,F,B,4,0,0
7185,0,3.31,0.542004502,STNWG,3,F,B,3,0,0
7186,0,0.47,0.982997012,HBACK,4,F,B,5,0,0
7187,0,1.69,0.270404452,HBACK,2,F,B,3,0,0
7188,0,1.43,0.329294691,SEDAN,3,F,B,5,0,0
7189,0,1.59,0.029037085,HDTOP,3,F,B,3,0,0
7190,0,2.58,0.035945775,SEDAN,2,M,B,4,0,0
7191,0,0.61,0.672709634,STNWG,4,F,B,4,0,0
7192,0,1.06,0.946381496,HBACK,3,F,B,3,0,0
7193,0,4.42,0.327233765,STNWG,2,M,B,5,0,0
7194,0,0.75,0.287453276,SEDAN,4,F,B,5,0,0
7195,0,1.21,0.002766659,UTE,4,M,B,3,0,0
7196,0,0.5,0.611890763,HBACK,4,M,B,2,0,0
7197,0,1.84,0.079966831,HBACK,2,F,B,2,0,0
7198,0,2.24,0.977734728,SEDAN,2,F,B,5,0,0
7199,0,1.89,0.985658889,HBACK,2,F,B,5,0,0
7200,0,1.71,0.255466202,SEDAN,2,M,B,3,0,0
7201,0,1.87,0.72583915,HBACK,2,M,B,4,0,0
7202,0,0.4,0.633693054,SEDAN,4,M,B,5,0,0
7203,0,1.8,0.640544126,SEDAN,2,M,B,4,0,0
7204,0,3.44,0.382893297,UTE,1,M,B,2,0,0
7205,0,0.8,0.956914254,HBACK,3,F,B,6,0,0
7206,0,2.73,0.63203314,SEDAN,2,M,B,5,0,0
7207,0,0.82,0.499201652,HBACK,3,M,B,2,0,0
7208,0,1.72,0.784337285,HBACK,2,F,B,4,0,0
7209,0,2.12,0.625732247,STNWG,3,M,B,5,0,0
7210,0,0.81,0.357707754,UTE,4,M,B,3,0,0
7211,0,1.07,0.848082059,SEDAN,3,M,B,6,0,0
7212,0,1.16,0.163092778,SEDAN,3,M,B,6,0,0
7213,0,4.07,0.730982676,STNWG,2,F,B,3,0,0
7214,0,1.57,0.592283093,PANVN,3,M,B,5,0,0
7215,0,1.93,0.308694176,SEDAN,2,M,B,2,0,0
7216,0,0.72,0.164808314,UTE,4,M,B,5,0,0
7217,0,0.89,0.961691062,HBACK,3,F,B,3,0,0
7218,0,0.76,0.386049605,UTE,4,F,B,6,0,0
7219,0,1.55,0.355477296,HBACK,2,M,B,2,0,0
7220,0,0.84,0.538006815,HBACK,3,F,B,5,0,0
7221,0,3.04,0.309559121,STNWG,3,F,B,1,0,0
7222,0,2.09,0.265671876,SEDAN,1,F,B,4,0,0
7223,0,3.33,0.940065771,STNWG,2,F,B,4,0,0
7224,0,0.72,0.603469194,HBACK,4,M,B,2,0,0
7225,0,1.59,0.108156131,MIBUS,4,M,B,1,0,0
7226,0,0.49,0.918325487,HBACK,4,F,B,5,0,0
7227,0,1.93,0.376739904,HBACK,1,F,B,6,0,0
7228,0,1.07,0.53110366,HBACK,3,M,B,3,0,0
7229,0,0.84,0.536265626,TRUCK,4,F,B,3,0,0
7230,0,1.29,0.610102903,SEDAN,3,F,B,2,0,0
7231,0,1.18,0.421436366,HBACK,3,F,B,4,0,0
7232,0,1.21,0.695482252,SEDAN,3,F,B,4,0,0
7233,0,1.54,0.915364375,SEDAN,3,F,B,4,0,0
7234,0,1.09,0.980544181,SEDAN,3,F,B,4,0,0
7235,0,1.19,0.735973696,SEDAN,3,F,B,4,0,0
7236,0,0.56,0.20239367,HBACK,4,F,B,5,0,0
7237,0,1.5,0.367229172,HBACK,2,M,B,5,0,0
7238,0,4.41,0.087296789,STNWG,1,F,B,2,0,0
7239,0,1.37,0.038513271,SEDAN,3,M,B,1,0,0
7240,0,1.84,0.813898037,HBACK,2,M,B,6,0,0
7241,0,3.77,0.765200737,UTE,2,M,B,4,0,0
7242,0,1.7,0.993999701,HBACK,2,F,B,4,0,0
7243,0,0.86,0.276525483,STNWG,4,F,B,3,0,0
7244,0,1.57,0.811830588,HBACK,3,M,B,6,0,0
7245,0,1.22,0.028075743,SEDAN,3,F,B,3,0,0
7246,0,0.74,0.598863361,SEDAN,4,F,B,4,0,0
7247,0,2.82,0.333013275,STNWG,3,M,B,3,0,0
7248,0,1.45,0.993996247,HBACK,3,M,B,3,0,0
7249,0,0.67,0.63372072,HBACK,4,F,B,6,0,0
7250,0,0.38,0.623288429,SEDAN,4,M,B,4,0,0
7251,0,1.73,0.110693813,HBACK,1,F,B,2,0,0
7252,0,4.73,0.587097738,STNWG,1,F,B,3,0,0
7253,0,0.82,0.624644965,HBACK,4,M,B,4,0,0
7254,0,1.08,0.391640902,HBACK,3,F,B,3,0,0
7255,0,3.63,0.234006215,STNWG,2,F,B,4,0,0
7256,0,1.81,0.996616994,SEDAN,3,M,B,3,0,0
7257,0,1.61,0.38461788,SEDAN,3,F,B,4,0,0
7258,0,2.25,0.397597036,SEDAN,1,F,B,4,0,0
7259,0,2.37,0.577161204,SEDAN,1,M,B,6,0,0
7260,0,1.4,0.909560384,UTE,3,M,B,3,0,0
7261,0,1.68,0.108375178,HBACK,3,F,B,1,0,0
7262,0,1.35,0.424404365,HBACK,3,F,B,6,0,0
7263,0,0.88,0.256116261,SEDAN,4,F,B,5,0,0
7264,0,1.56,0.22324357,PANVN,3,F,B,4,0,0
7265,0,0.76,0.300106163,HBACK,4,F,B,2,0,0
7266,0,1.78,0.676109485,HBACK,2,F,B,3,0,0
7267,0,0.81,0.594298024,HBACK,3,F,B,3,0,0
7268,0,0.46,0.035566459,SEDAN,4,F,B,3,0,0
7269,0,1.42,0.786900622,STNWG,4,M,B,3,0,0
7270,0,1.5,0.999338105,HBACK,2,F,B,4,0,0
7271,0,0.42,0.983392733,SEDAN,4,F,B,3,0,0
7272,0,1.48,0.891065802,HBACK,1,F,B,3,0,0
7273,0,1.98,0.956949638,SEDAN,2,M,B,5,0,0
7274,0,2.07,0.3606228,SEDAN,1,M,B,3,0,0
7275,0,2.65,0.405295938,STNWG,3,M,B,2,0,0
7276,0,0.76,0.596408539,SEDAN,4,M,B,4,0,0
7277,0,1.71,0.67142899,HBACK,2,M,B,4,0,0
7278,0,1.6,0.0364581,STNWG,3,M,B,3,0,0
7279,0,2.77,0.64446325,TRUCK,3,F,B,2,0,0
7280,0,0.65,0.284607871,SEDAN,4,F,B,3,0,0
7281,0,0.31,0.678953602,HBACK,4,M,B,4,0,0
7282,0,2.96,0.098485485,UTE,2,M,B,1,0,0
7283,0,1.2,0.328384231,UTE,2,M,B,1,0,0
7284,0,2.57,0.226659702,STNWG,3,M,B,6,0,0
7285,0,1.94,0.423175194,HBACK,2,F,B,3,0,0
7286,0,1.39,0.6960004,SEDAN,3,F,B,2,0,0
7287,0,0.67,0.318705881,SEDAN,4,F,B,6,0,0
7288,0,0.65,0.417879454,SEDAN,4,F,B,5,0,0
7289,0,2.1,0.611625154,STNWG,2,F,B,3,0,0
7290,0,1.61,0.582945259,HBACK,3,F,B,2,0,0
7291,0,1.06,0.244384366,SEDAN,3,F,B,4,0,0
7292,0,5.08,0.956499282,STNWG,2,F,B,5,0,0
7293,0,1.92,0.197246664,UTE,2,M,B,3,0,0
7294,0,1.41,0.714047976,SEDAN,3,F,B,4,0,0
7295,0,4.29,0.999322558,STNWG,3,M,B,4,0,0
7296,0,0.86,0.666556711,HBACK,4,M,B,6,0,0
7297,0,0.68,0.691190434,STNWG,4,M,B,6,0,0
7298,0,2.13,0.977659991,STNWG,4,F,B,3,0,0
7299,0,1.57,0.426677447,HBACK,2,M,B,4,0,0
7300,0,0.97,0.977667193,HBACK,3,F,B,5,0,0
7301,0,1.58,0.438083549,SEDAN,3,F,B,3,0,0
7302,0,1.47,0.961604995,HBACK,3,M,B,2,0,0
7303,0,3.27,0.335768036,STNWG,3,M,B,2,0,0
7304,0,2.57,0.964741908,STNWG,2,M,B,2,0,0
7305,0,1.38,0.587396212,HBACK,2,F,B,2,0,0
7306,0,2.38,0.241374552,SEDAN,1,F,B,3,0,0
7307,0,1.82,0.964831845,HBACK,2,M,B,5,0,0
7308,0,1.35,0.48934652,HBACK,2,F,B,4,0,0
7309,0,1.11,0.316299946,STNWG,4,M,B,4,0,0
7310,0,1.83,0.95419697,SEDAN,2,F,B,4,0,0
7311,0,1.42,0.98600011,HBACK,2,M,B,5,0,0
7312,0,1,0.953793232,SEDAN,4,M,B,2,0,0
7313,0,1.61,0.05504691,HBACK,1,F,B,2,0,0
7314,0,0.69,0.240332892,SEDAN,4,M,B,3,0,0
7315,0,2.68,0.946353453,SEDAN,3,F,B,5,0,0
7316,0,0.97,0.234058989,HDTOP,4,F,B,3,0,0
7317,0,2.74,0.96447956,MIBUS,2,F,B,3,0,0
7318,0,0.86,0.964580968,HBACK,4,F,B,4,0,0
7319,0,1.67,0.049198023,HBACK,2,F,B,4,0,0
7320,0,1.89,0.733139598,SEDAN,2,M,B,3,0,0
7321,0,5.2,0.978057308,STNWG,2,M,B,1,0,0
7322,0,1.83,0.661904864,SEDAN,2,F,B,3,0,0
7323,0,2.03,0.672568508,STNWG,4,M,B,5,0,0
7324,0,0.91,0.372979338,HBACK,3,F,B,4,0,0
7325,0,1.46,0.033538567,STNWG,2,M,B,3,0,0
7326,0,0.71,0.618386313,HBACK,4,F,B,4,0,0
7327,0,2.11,0.662361307,SEDAN,3,F,B,4,0,0
7328,0,0.9,0.670378854,SEDAN,4,M,B,3,0,0
7329,0,1.86,0.090454354,TRUCK,3,F,B,2,0,0
7330,0,1.17,0.271002767,SEDAN,3,F,B,4,0,0
7331,0,0.55,0.572130079,HBACK,4,F,B,1,0,0
7332,0,0.71,0.363901715,HBACK,4,F,B,1,0,0
7333,0,1.44,0.613585799,HBACK,2,F,B,2,0,0
7334,0,3.62,0.273456811,UTE,1,M,B,5,0,0
7335,0,1.02,0.65878702,SEDAN,3,F,B,4,0,0
7336,0,1.02,0.25973856,HBACK,2,F,B,1,0,0
7337,0,0.94,0.670005124,SEDAN,4,M,B,5,0,0
7338,0,1.52,0.245229403,STNWG,4,M,B,6,0,0
7339,0,1.45,0.375052225,UTE,3,F,B,4,0,0
7340,0,2.14,0.604367879,HBACK,2,M,B,5,0,0
7341,0,1.83,0.327004231,SEDAN,2,F,B,5,0,0
7342,0,3.1,0.66376985,HBACK,2,F,B,4,0,0
7343,0,1.54,0.592804112,HDTOP,3,M,B,3,0,0
7344,0,1.79,0.440396536,HBACK,2,M,B,4,0,0
7345,0,2.47,0.273176912,SEDAN,1,F,B,3,0,0
7346,0,1.55,0.04696725,COUPE,4,M,B,3,0,0
7347,0,0.69,0.198733862,STNWG,4,F,B,3,0,0
7348,0,1.36,0.628275404,HBACK,2,F,B,5,0,0
7349,0,0.9,0.991386135,HBACK,3,F,B,4,0,0
7350,0,1.65,0.956613826,HBACK,1,F,B,4,0,0
7351,0,2.69,0.815084922,SEDAN,1,F,B,1,0,0
7352,0,2.43,0.020768788,STNWG,3,M,B,3,0,0
7353,0,1.45,0.999315616,SEDAN,2,F,B,4,0,0
7354,0,0.81,0.488222481,SEDAN,4,F,B,6,0,0
7355,0,3.84,0.207347417,STNWG,2,F,B,3,0,0
7356,0,4.9,0.40068365,STNWG,1,M,B,3,0,0
7357,0,0.74,0.206122122,HBACK,3,F,B,6,0,0
7358,0,1.13,0.242381487,HBACK,3,M,B,2,0,0
7359,0,1.21,0.216440277,STNWG,4,M,B,5,0,0
7360,0,3.93,0.640786529,STNWG,2,F,B,3,0,0
7361,0,1.21,0.958853799,SEDAN,3,F,B,5,0,0
7362,0,2.13,0.958880103,HBACK,1,F,B,2,0,0
7363,0,1.69,0.921803431,STNWG,4,F,B,5,0,0
7364,0,0.92,0.23367552,HBACK,3,M,B,6,0,0
7365,0,4.51,0.063898315,STNWG,2,F,B,4,0,0
7366,0,6.08,0.231949813,SEDAN,1,M,B,6,0,0
7367,0,2.07,0.299985596,STNWG,4,M,B,3,0,0
7368,0,1.24,0.991124835,SEDAN,3,F,B,6,0,0
7369,0,1.83,0.667029782,SEDAN,2,M,B,6,0,0
7370,0,1.21,0.991123632,HBACK,3,F,B,2,0,0
7371,0,6.39,0.367686465,STNWG,1,M,B,4,0,0
7372,0,3.85,0.026419078,COUPE,1,F,B,2,0,0
7373,0,0.92,0.31993948,HBACK,3,F,B,2,0,0
7374,0,1.32,0.591035299,SEDAN,3,F,B,2,0,0
7375,0,1.72,0.771324655,SEDAN,3,M,B,5,0,0
7376,0,1.83,0.993954707,SEDAN,3,F,B,4,0,0
7377,0,2.35,0.327284267,SEDAN,1,F,B,4,0,0
7378,0,1.81,0.71351238,SEDAN,2,F,B,3,0,0
7379,0,1.44,0.71040891,SEDAN,3,M,B,5,0,0
7380,0,1.01,0.34404838,SEDAN,4,F,B,3,0,0
7381,0,1.87,0.661561783,SEDAN,2,F,B,3,0,0
7382,0,2.51,0.112512727,STNWG,3,F,B,4,0,0
7383,0,1.93,0.159417788,HBACK,1,M,B,6,0,0
7384,0,1.01,0.410623736,HBACK,3,M,B,2,0,0
7385,0,2.38,0.473689439,SEDAN,2,M,B,3,0,0
7386,0,1.86,0.323675456,HBACK,2,M,B,3,0,0
7387,0,3.53,0.662943447,STNWG,3,M,B,6,0,0
7388,0,1.4,0.321882772,PANVN,3,M,B,3,0,0
7389,0,1.86,0.024055386,HBACK,1,F,B,2,0,0
7390,0,2.39,0.042329514,UTE,3,M,B,4,0,0
7391,0,1.11,0.669413199,SEDAN,3,F,B,3,0,0
7392,0,1.41,0.499816703,HBACK,2,M,B,3,0,0
7393,0,1.77,0.706934867,SEDAN,2,F,B,3,0,0
7394,0,1.66,0.594133532,HBACK,2,F,B,5,0,0
7395,0,1.83,0.281987685,SEDAN,2,F,B,4,0,0
7396,0,0.85,0.993997952,HBACK,3,F,B,3,0,0
7397,0,1.91,0.43835683,HBACK,2,F,B,6,0,0
7398,0,1.74,0.027802912,SEDAN,1,F,B,4,0,0
7399,0,1.98,0.95109511,SEDAN,2,M,B,6,0,0
7400,0,1.77,0.784104237,SEDAN,2,M,B,3,0,0
7401,0,4.21,0.794326091,STNWG,3,F,B,3,0,0
7402,0,2.21,0.985927896,SEDAN,2,M,B,3,0,0
7403,0,0.72,0.215895534,STNWG,4,F,B,2,0,0
7404,0,1.81,0.94590428,UTE,4,M,B,5,0,0
7405,0,0.89,0.227213314,HBACK,3,F,B,4,0,0
7406,0,1.17,0.280172524,SEDAN,3,F,B,3,0,0
7407,0,1.58,0.222696392,STNWG,4,M,B,4,0,0
7408,0,1.22,0.329444231,HBACK,2,F,B,2,0,0
7409,0,1.65,0.226824028,HBACK,3,F,B,3,0,0
7410,0,1.23,0.947801503,STNWG,4,F,B,5,0,0
7411,0,1.84,0.251136972,SEDAN,1,F,B,3,0,0
7412,0,2.27,0.213768159,SEDAN,1,F,B,4,0,0
7413,0,1.6,0.242474531,SEDAN,3,F,B,4,0,0
7414,0,1.49,0.230072569,SEDAN,2,M,B,5,0,0
7415,0,1.06,0.746008667,SEDAN,4,M,B,5,0,0
7416,0,0.38,0.235727131,HBACK,4,M,B,6,0,0
7417,0,3.82,0.928721583,STNWG,3,M,B,2,0,0
7418,0,1.47,0.672154442,SEDAN,3,F,B,2,0,0
7419,0,1.28,0.612030242,SEDAN,3,F,B,3,0,0
7420,0,1.06,0.026060524,SEDAN,3,M,B,3,0,0
7421,0,0.9,0.24057501,SEDAN,4,M,B,6,0,0
7422,0,4.36,0.424249412,STNWG,3,M,B,2,0,0
7423,0,3.29,0.417130317,COUPE,2,F,B,2,0,0
7424,0,0.95,0.214375695,SEDAN,3,F,B,2,0,0
7425,0,0.44,0.402785581,SEDAN,4,M,B,4,0,0
7426,0,1.5,0.389555347,PANVN,3,F,B,5,0,0
7427,0,2,0.370453439,SEDAN,3,F,B,3,0,0
7428,0,1.02,0.032528893,SEDAN,3,M,B,5,0,0
7429,0,2.38,0.62215187,MIBUS,3,M,B,4,0,0
7430,0,0.74,0.768374562,HBACK,4,M,B,5,0,0
7431,0,1.63,0.662671266,STNWG,4,M,B,4,0,0
7432,0,1.1,0.199743641,STNWG,4,M,B,3,0,0
7433,0,2.12,0.07163434,STNWG,3,F,B,3,0,0
7434,0,2.26,0.082024413,SEDAN,3,M,B,4,0,0
